,recipeName,cuisine,piquant,meaty,bitter,sweet,sour,salty
71,Shrimp & Vegetable Paella with Saffron,spanish,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333
72,Shrimp and Quinoa Paella,spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.5
73,Spanish Chicken,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
74,Spanish Style One Pot Mussel Pasta,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
75,Slow Cooker Spanish Red Pepper Stew (Chilindron),spanish,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5
76,Chicken Thighs and Shrimp Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
77,Vegetable Paella with Chickpeas,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666
78,One Pot Spanish Chicken and Rice,spanish,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5
79,Spanish Eggs,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
80,Easy Spanish Paella,spanish,0.0,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666
81,Spanish-Style Shrimp with Garlic,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666
82,Smoky Spanish Salmon,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
83,Spicy Seafood Paella,spanish,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
84,Weeknight Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333
85,Spanish Fideos with Shrimp,spanish,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334
86,Seafood Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
87,Kevin Gillespie’s Grilled Pork Tenderloin With Spanish-Style Garlic Shrimp,spanish,0.5,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334
88,Spanish Garlic Prawns (Gambas al Ajillo),spanish,0.16666666666666666,0.8333333333333334,0.5,0.16666666666666666,0.8333333333333334,0.6666666666666666
89,Chicken and Shrimp Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
90,Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
91,Sunset Orzo with Spanish Shrimp,spanish,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666
92,Spanish Chicken Stew,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
93,Vegan Paella,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5
94,Spanish Pork with White Wine,spanish,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
95,Portuguese Chicken with Chorizo and Clams,spanish,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666
96,Quick and Easy Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
97,Vegan Gluten Free Quinoa Paella,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
98,Vegetarian Paella With Chickpeas,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
99,Summer Vegetable Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
100,Quinoa & Shrimp Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
101,Rach-aroni Paella,spanish,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
102,Smoky Spanish braised pork cheeks with beans,spanish,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
103,One Pot Spanish Chicken and Rice,spanish,0.16666666666666666,0.5,0.5,0.16666666666666666,0.8333333333333334,0.5
104,The Ultimate Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
105,Spanish Tapas Pizza,spanish,0.6666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.5,0.8333333333333334
106,"Spanish Chicken With Lemon, Olives And Onions",spanish,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
107,Vegetarian Paella With Artichokes And Olives,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5
108,Spicy Spanish Mini Meat Loaves and Piquillo Pepper Rice,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
109,Spanish Chicken One-Pot,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
110,Seafood Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
111,Spanish Omelette With Tuna,spanish,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
112,"Easy Chicken, Chorizo and Shrimp Paella",spanish,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
113,Spanish Shrimp and Chorizo Skewers with Especial Couscous,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
114,One Pot Spanish Chicken Stew,spanish,0.0,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
115,Spanish-style Oxtails Braised With Chorizo,spanish,0.5,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
116,Sausage and Shrimp Paella,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333
117,Summer Vegetable Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
118,Spicy Andalusian Seafood Paella,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
119,"Quinoa Paella with Clams, Chorizo and Winter Greens",spanish,0.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.6666666666666666
120,Seafood Paella with Saffron Aioli,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
121,Spanish Fish Stew,spanish,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
122,Weeknight Skillet Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
123,Spanish Chickpea Stew Served With Toasted Couscous,spanish,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.5
124,Traditional Spanish Lentils,spanish,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334
125,Arroz Con Pollo (Cuban Chicken with Rice),spanish,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
126,Spicy Basque-Style Chicken,spanish,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666
127,Shrimp and Chorizo Lazy Paella,spanish,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666
128,Spanish Prawns with Spicy Lentils,spanish,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666
129,Piquillo Pepper Chicken with Spanish Rice,spanish,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
130,Shrimp and Chorizo Rice,spanish,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
131,Spanish Chicken and Rice,spanish,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
132,Smoky Paella with Shrimp and Squid,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5
133,Spanish Cod,spanish,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333
134,Slow Cooker Spanish Meatballs,spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333
135,Shrimp and Chorizo Skillet Paella with Quinoa,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333
136,Seafood and Chorizo Paella,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
137,Chicken Paella with Sausage and Olives,spanish,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
138,Spanish Chicken-Chorizo Paella,spanish,0.8333333333333334,1.0,1.0,1.0,1.0,1.0
139,Spanish Chicken and Roasted Potatoes,spanish,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
140,Seafood Paella,spanish,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
141,Vegan Paella,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5
142,Spanish Pumpkin and Chickpea Stew,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
143,Chicken and Seafood Paella,spanish,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5
144,Spanish Omelette With Meat,spanish,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
145,One Pot Spanish Chickpea Chicken,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
146,Chorizo and Chicken Paella with Chilean Splash Potatoes,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
147,Spanish Spaghetti with Olives,spanish,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5
148,Autumn Vegetable Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
149,Sausage & Shrimp Paella,spanish,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334
150,"Fennel, Tomato And Red Pepper Paella",spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666
151,"Spicy Shrimp, Cheesy Orzo and Roasted Green Beans",spanish,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,0.5
152,Vegan Spanish Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5
153,Easy Scallops & Chorizo Paella,spanish,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666
154,Vegetable Paella,spanish,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666
155,How To Make A Grain Free Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
156,Paella con Pollo,spanish,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
157,Chicken and Sausage Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
158,Weeknight Paella,spanish,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333
159,VEGAN FIDEUA - SPANISH NOODLE PAELLA,spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666666
160,Vegetarian Paella,spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333
161,Moors and Christians (Spanish Black Beans and Rice),spanish,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334
162,Easy Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
163,Spanish Crab Cakes with a Creamy Roasted Red Pepper Sauce,spanish,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
164,Spanish Eggs,spanish,0.5,0.5,0.8333333333333334,0.16666666666666666,0.5,0.16666666666666666
165,Spanish Omelette Casserole,spanish,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666
166,Spanish Beef Stew,spanish,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
167,Vegan Paella,spanish,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.8333333333333334
168,One Pan Vegetable Quinoa Paella,spanish,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333
169,Spanish-Style Chicken and Rice,spanish,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
170,Slow-cooked Spanish chicken with chorizo,spanish,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666
171,Spanish Style Quinoa,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
172,Oil Poached Spanish Sherried Shrimp,spanish,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
173,Easy Paella,spanish,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5
174,Paella Mixta,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
175,Paleo Paella with Cauliflower Rice,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
176,Brown Rice Paella With Chickpeas,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
177,How to Make Seafood Paella,spanish,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5
178,Land & Sea Paella,spanish,0.8333333333333334,0.16666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.6666666666666666
179,Paella With Chicken,spanish,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
180,Chicken and Chorizo Paella,spanish,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
181,Healthy Paella,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
182,Easy Seafood Paella,spanish,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
183,Spanish Style Lamb Meatballs with Spicy Tomato Sauce,spanish,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5
184,PAELLA,spanish,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5
185,Spanish Paella with Chorizo and Seafood,spanish,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666
186,Paella Inspired Shrimp and Chorizo Dish,spanish,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334
187,Vegetable Paella,spanish,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666
188,Oven Baked Paella with Seafood and Chorizo,spanish,0.5,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,0.6666666666666666
189,Easy Grilled Paella,spanish,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666
190,Paella Mixta,spanish,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
191,Cheater's Skillet Paella,spanish,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666
192,Spanish Stew,spanish,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333
193,Paella,spanish,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666666
